idx,t_solve,wall_min,n_solves,n_dep_solves,censored,enrich_inner,enrich_outer,gd_wt,pitch,refl_thick
20,279.57283928558337,122.4220429,24,22,1,18.24512508689301,10.226170389874406,7.939719549535253,1.2035353229721784,7.290806641192943
21,296.84728467274994,129.31227833333335,24,22,1,6.115651843667466,15.11810165764613,1.7222312178072352,1.1854432019481427,12.144983082929159
22,282.6664841482084,123.66296868333333,24,22,1,15.03631842382425,13.42671712865279,3.3388166506951267,1.1951292905637356,8.102088383071312
23,243.44764028529164,107.93117816666667,24,22,1,11.513115067904703,7.617332916724728,5.798366874022975,1.3406283297379806,7.589841273944012
24,273.688575531,120.21616983333334,24,22,0,18.419461402679385,3.1910318140547895,2.0693376782343664,1.2728684333966112,6.7690730984500735
25,290.1063434190834,127.00718486666666,24,22,1,5.013920162995863,18.411597347155716,6.690064541343284,1.2169825262082423,9.060696467984547
26,255.98297044308333,113.31570411666667,24,22,1,12.276115539728913,16.83945724235013,7.001620099575159,1.277636206155215,2.796276398215248
27,247.99775683312498,72.4287533,16,14,0,13.330830234869874,2.3689290687549756,1.1969464557675826,1.3841156109534314,3.579121425275222
28,233.23069074229167,104.26495556666667,24,22,1,19.70740606680921,15.368845074590185,0.21813251174984372,1.3219423858004986,6.365808875148809
29,263.8095178135,116.47774738333332,24,22,1,12.666983181148103,9.126669679956418,7.118188039962399,1.263378341838394,8.335348248669314
30,322.93499864845,116.27559401666667,20,18,0,4.809805663280485,7.952935180673175,6.308753906635912,1.1577725508413619,15.09951500744455
31,256.9020312773333,113.84554731666667,24,22,1,8.944317721109098,11.346113076256543,1.4299734086026874,1.2828315862089925,4.766225240632604
32,286.70723270925004,125.94090656666667,24,22,1,16.99255864902601,19.401750716856984,5.307232777661807,1.1599830193594454,4.020122962859856
33,301.68169895374996,64.42812935,12,10,0,7.915067576861485,2.8635036689422364,3.7584656399992156,1.1670612024716274,2.312388171232701
34,280.72934714514287,70.81917251666667,14,12,0,6.932854807920476,3.8480573429696285,3.070996275425451,1.2293945797999046,5.521500480336357
35,279.2187185455417,122.8911988,24,22,1,14.50160676503933,9.411859718656883,4.138589838976177,1.2269524610105524,11.360356333782091
36,304.64478927758336,131.30594613333332,24,22,1,14.040207921848921,11.139033119488746,5.934086492660115,1.150063571897554,19.472342684250048
37,295.0833363963333,126.83038051666668,24,22,1,14.040207921848921,11.159137388229047,5.934086492660115,1.150063571897554,19.47232279133893
38,296.03367098316664,127.52339461666666,24,22,1,14.057201779194108,11.198922800177149,5.934086492660115,1.1500124775781775,19.468528688504964
39,295.785020500125,127.55808635,24,22,1,14.015593113970548,11.187574103392418,5.931947152734115,1.1500467442486761,19.4866535454986
40,296.28500596670835,127.94678995,24,22,1,14.003855850687632,11.187574103392418,5.931947152734115,1.1500467442486761,19.477112753442768
41,296.5816157335,128.02391566666668,24,22,1,14.036756356689171,11.251419304809327,6.040488246335078,1.150134976143812,19.376572837775736
42,295.98693062466674,127.87525691666666,24,22,1,11.537912691456457,11.931623608064916,7.999996870058107,1.1500001084500486,19.491413466519592
43,298.663554458625,129.16208115,24,22,1,11.537941096541891,11.931624476576713,7.999996415562615,1.1500001132237805,19.491299163371522
44,300.1366140842917,129.77921513333334,24,22,1,11.537881051082316,11.931591444564425,7.999950546843539,1.1500001253105834,19.491404364824856
45,300.3646052680417,129.99684055,24,22,1,11.537904098184537,11.93159368697192,7.999899630053638,1.1500000964781338,19.491413918707117
46,305.27488363525,132.13201595,24,22,1,11.537785590205653,11.931566767051377,7.9999473527065685,1.150000039389147,19.491379344510545
47,310.1678897868333,134.26818418333335,24,22,1,11.537785590205653,11.931566767051377,7.9999473527065685,1.1500000819307752,19.491379344510545
48,308.1311161027083,133.26073558333331,24,22,1,10.85814492069044,11.747011260536468,7.980460650332672,1.1500117316476035,19.484523899941195
49,311.50765112824996,134.81057888333333,24,22,1,10.85814492069044,11.747011260536468,7.980432893919457,1.1500117316476035,19.477484798091503
50,310.238919852375,134.44349165,24,22,1,10.85814020364381,11.74706708586545,7.9775926597742,1.1500040112451173,19.47031338424337
51,310.24619236216665,134.431705,24,22,1,10.858143352153286,11.747070033976959,7.977682025533724,1.1500040112451173,19.462261288186173
52,307.4791746462917,133.25754625,24,22,1,10.858140201803312,11.747067457790873,7.9775926597742,1.150004521074872,19.3797319897239
53,301.588755578875,130.81596253333333,24,22,1,10.858285107991922,11.747039161621958,7.980596552896583,1.1500118292370942,19.362358946189772
