idx,enrich_inner,enrich_outer,gd_wt,pitch,refl_thick,gd_pins,F_asm,F_uniform,F_zoned,dF,k_core_uniform,k_core_zoned,dk_pcm,share_C,share_M,share_P,max_enr_zoned,leu_screen_ok,leu20_ok,seeds
10,9.527343713439965,14.895883711066663,4.452536211926971,1.2420172837068062,8.366354042407938,27.365451563436025,1.2561388327907508,2.220041655555515,1.9497034570711327,-0.27033819848438223,1.2906575394370574,1.280307404144412,-1035.013529264539,0.18416394138939587,0.45201026541711575,0.36382579319348823,16.01307498939666,True,True,1
11,15.968011941782732,13.885456664630723,3.1962039306044425,1.279098900468526,8.10739847618335,34.11678409242246,1.1980560633314472,2.0758886442020597,1.7920831882210915,-0.2838054559809682,1.3048641070403015,1.2935525994459105,-1131.1507594391035,0.1820844012072758,0.453263782949915,0.36465181584280926,17.165612837416436,True,True,1
12,14.7363006381069,5.067650932556061,3.5745461265772724,1.1835823935635912,3.195229385092892,16.01013915699687,1.6618676599433604,2.9779982491991155,2.560316513352718,-0.41768173584639756,1.191349343061574,1.1782660445504163,-1308.3298511157748,0.1851559016614847,0.4575096895525357,0.35733440878597955,15.841523185964917,True,True,1
13,4.544533759351959,9.415191767069663,4.280099367254444,1.3223266939207106,4.438155379991463,23.919033683877714,1.328340508901718,2.4552430271159067,2.0464214326729313,-0.4088215944429754,1.1923612548390026,1.1782938151720113,-1406.743966699131,0.1835291615220055,0.45890004240052334,0.35757079607747116,10.121331149599888,True,True,1
14,12.19332911920328,2.7330369986821887,5.8600997058321305,1.2031369973823303,10.912979784560974,38.99884280100319,1.8871972163991242,3.432421652565442,2.674833954514567,-0.7575876980508749,0.9117507026833999,0.8946441690009239,-1710.6533682475945,0.1680467940565293,0.4519948030170583,0.3799584029264124,13.107828803143526,True,True,1
15,3.036538315783556,8.134660822965717,7.930840045327657,1.252500326225927,11.567344120037474,14.818022227922295,1.3616929766424448,2.3754182823216508,2.04952787236948,-0.32589040995217067,1.1540544997728792,1.1406498673226246,-1340.4632450254583,0.18032831716529546,0.453639632365697,0.3660320504690074,8.744760384688146,True,True,1
16,18.16670349712537,18.404384579637668,2.315498437956395,1.1939092764644754,3.2812868367044414,12.265204587482115,1.141821009101796,1.9796019628421666,1.867854519538158,-0.11174744330400865,1.3922514760817788,1.3838227137539785,-842.8762327800321,0.19001291566515374,0.45511625918851134,0.35487082514633495,19.784713423110492,False,True,1
17,16.827232919002718,14.518767617555003,1.4854729464683198,1.1541926709802421,17.990779769832084,30.23083197894649,1.174065522293992,1.9533811560570193,1.769857828638621,-0.18352332741839827,1.306007014782624,1.2954694322716873,-1053.7582510936616,0.17871156372319363,0.4459678845121393,0.3753205517646671,18.08927538792792,True,True,1
18,4.4397945829573615,7.335200657761844,7.128722872847298,1.3328434605709036,6.638059350804484,19.731776516510156,1.261064846743819,2.3029447656053565,1.9262733789525164,-0.37667138665284017,1.15294274184702,1.1371493852762764,-1579.3356570743545,0.1809099223704189,0.4570790266659844,0.3620110509635968,7.885340707093982,True,True,1
19,15.313243292135805,16.494853444476455,0.6061163294319675,1.2661270997481127,3.9013424689450895,31.691223460557424,1.141915033205877,2.0141098030145987,1.8638676308712412,-0.15024217214335756,1.3766155522150192,1.3666928593047583,-992.2692910260932,0.18830296091681525,0.4562567511953755,0.3554402878878091,17.73196745281219,True,True,1
